UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7702,H37115,H,302.8,311.7,1468,40.635000000000005,39,0,0,0,0,0,0
7703,M22562,M,302.7,311.7,1701,32.34,44,0,0,0,0,0,0
7704,H37117,H,302.7,311.7,1864,24.78,47,0,0,0,0,0,0
7705,M22564,M,302.6,311.6,1630,33.39,52,0,0,0,0,0,0
7706,L54885,L,302.5,311.5,1316,52.185,55,0,0,0,0,0,0
7707,L54886,L,302.5,311.5,1708,32.76,57,0,0,0,0,0,0
7708,H37121,H,302.5,311.4,1679,28.875,59,0,0,0,0,0,0
7709,L54888,L,302.5,311.4,1709,33.915,64,0,0,0,0,0,0
7710,L54889,L,302.5,311.4,1445,43.575,66,0,0,0,0,0,0
7711,M22570,M,302.5,311.4,1390,54.495,68,0,0,0,0,0,0
7712,L54891,L,302.4,311.4,1309,58.275000000000006,71,0,0,0,0,0,0
7713,L54892,L,302.5,311.5,1499,39.480000000000004,73,0,0,0,0,0,0
7714,M22573,M,302.5,311.4,2072,19.740000000000002,75,0,0,0,0,0,0
7715,L54894,L,302.5,311.5,1487,45.15,78,0,0,0,0,0,0
7716,L54895,L,302.5,311.5,1302,52.080000000000005,80,0,0,0,0,0,0
7717,M22576,M,302.5,311.5,1378,50.61000000000001,82,0,0,0,0,0,0
7718,L54897,L,302.5,311.6,1365,55.650000000000006,85,0,0,0,0,0,0
7719,H37132,H,302.6,311.7,1427,46.830000000000005,87,0,0,0,0,0,0
7720,H37133,H,302.6,311.7,1535,34.964999999999996,92,0,0,0,0,0,0
7721,H37134,H,302.5,311.6,1476,43.785000000000004,97,0,0,0,0,0,0
7722,L54901,L,302.5,311.6,1425,44.52,102,0,0,0,0,0,0
7723,L54902,L,302.5,311.7,1409,57.435,104,0,0,0,0,0,0
7724,L54903,L,302.5,311.6,1730,31.71,106,0,0,0,0,0,0
7725,M22584,M,302.5,311.6,1454,43.47,108,0,0,0,0,0,0
7726,L54905,L,302.6,311.7,1744,28.245,111,0,0,0,0,0,0
7727,M22586,M,302.8,311.9,1761,30.450000000000003,113,0,0,0,0,0,0
7728,M22587,M,302.7,311.9,1657,32.445,116,0,0,0,0,0,0
7729,L54908,L,302.7,311.8,1420,49.35,119,0,0,0,0,0,0
7730,H37143,H,302.7,311.9,1329,62.160000000000004,121,0,0,0,0,0,0
7731,L54910,L,302.6,311.9,1472,46.410000000000004,126,0,0,0,0,0,0
7732,L54911,L,302.6,312.0,1566,31.605000000000004,128,0,0,0,0,0,0
7733,L54912,L,302.6,312.0,1430,44.83500000000001,130,0,0,0,0,0,0
7734,L54913,L,302.6,312.0,1481,42.945,132,0,0,0,0,0,0
7735,L54914,L,302.6,312.0,1670,30.87,134,0,0,0,0,0,0
7736,L54915,L,302.6,312.0,1406,57.855000000000004,136,0,0,0,0,0,0
7737,H37150,H,302.6,312.1,1354,49.245,138,0,0,0,0,0,0
7738,M22597,M,302.5,312.0,1985,20.265,143,0,0,0,0,0,0
7739,M22598,M,302.5,312.0,1263,63.839999999999996,146,0,0,0,0,0,0
7740,L54919,L,302.5,311.9,1576,32.655,149,0,0,0,0,0,0
7741,L54920,L,302.5,312.0,1453,47.355000000000004,151,0,0,0,0,0,0
7742,L54921,L,302.5,312.0,1478,40.95,153,0,0,0,0,0,0
7743,M22602,M,302.5,311.9,1323,60.795,155,0,0,0,0,0,0
7744,L54923,L,302.5,311.9,1710,29.82,158,0,0,0,0,0,0
7745,L54924,L,302.4,311.7,1314,62.475,160,0,0,0,0,0,0
7746,L54925,L,302.4,311.7,1460,41.580000000000005,162,0,0,0,0,0,0
7747,M22606,M,302.4,311.7,1508,47.67,164,0,0,0,0,0,0
7748,M22607,M,302.5,311.8,1331,58.065,167,0,0,0,0,0,0
7749,L54928,L,302.4,311.7,1515,49.77,170,0,0,0,0,0,0
7750,L54929,L,302.4,311.6,1674,34.65,172,0,0,0,0,0,0
7751,L54930,L,302.4,311.7,1444,53.760000000000005,174,0,0,0,0,0,0
7752,M22611,M,302.4,311.7,1398,44.730000000000004,176,0,0,0,0,0,0
7753,M22612,M,302.4,311.7,1832,25.41,179,0,0,0,0,0,0
7754,M22613,M,302.5,311.8,1591,44.1,182,0,0,0,0,0,0
7755,M22614,M,302.4,311.7,1478,41.895,185,0,0,0,0,0,0
7756,M22615,M,302.4,311.8,1362,49.980000000000004,188,0,0,0,0,0,0
7757,L54936,L,302.5,311.8,1368,60.795,191,1,0,0,0,1,0
7758,M22617,M,302.3,311.7,1723,29.715000000000003,193,0,0,0,0,0,0
7759,L54938,L,302.4,311.8,1689,32.34,196,0,0,0,0,0,0
7760,L54939,L,302.4,311.8,1272,62.160000000000004,198,1,0,0,0,1,0
7761,M22620,M,302.4,311.7,1511,34.65,200,0,0,0,0,0,0
7762,H37175,H,302.4,311.6,1715,32.34,203,0,0,0,0,0,0
7763,M22622,M,302.3,311.5,1400,45.99,0,0,0,0,0,0,0
7764,L54943,L,302.4,311.6,1200,80.42999999999999,3,1,0,0,1,0,0
7765,M22624,M,302.4,311.7,1555,40.635000000000005,5,0,0,0,0,0,0
7766,H37179,H,302.3,311.6,1427,59.010000000000005,8,0,0,0,0,0,0
7767,L54946,L,302.3,311.4,1318,55.33500000000001,13,0,0,0,0,0,0
7768,H37181,H,302.2,311.4,1319,57.330000000000005,15,0,0,0,0,0,0
7769,M22628,M,302.2,311.4,1960,21.945,20,0,0,0,0,0,0
7770,L54949,L,302.3,311.5,1552,40.845,23,0,0,0,0,0,0
7771,L54950,L,302.3,311.5,1548,33.81,25,0,0,0,0,0,0
7772,L54951,L,302.3,311.6,1709,30.975,27,0,0,0,0,0,0
7773,H37186,H,302.3,311.5,1464,43.050000000000004,29,0,0,0,0,0,0
7774,L54953,L,302.3,311.4,1759,26.040000000000003,34,0,0,0,0,0,0
7775,L54954,L,302.3,311.5,1634,33.495,36,0,0,0,0,0,0
7776,L54955,L,302.3,311.5,1663,35.28,38,0,0,0,0,0,0
7777,M22636,M,302.3,311.5,1445,49.665,40,0,0,0,0,0,0
7778,L54957,L,302.3,311.5,1695,26.880000000000003,43,0,0,0,0,0,0
7779,L54958,L,302.4,311.6,1517,40.95,45,0,0,0,0,0,0
7780,L54959,L,302.5,311.7,1811,28.14,47,0,0,0,0,0,0
7781,L54960,L,302.4,311.6,1815,24.675,49,0,0,0,0,0,0
7782,L54961,L,302.4,311.7,1513,42.0,51,0,0,0,0,0,0
7783,M22642,M,302.4,311.6,1518,38.22,53,0,0,0,0,0,0
7784,L54963,L,302.3,311.5,1667,30.240000000000002,56,0,0,0,0,0,0
7785,L54964,L,302.3,311.5,1403,63.105000000000004,58,0,0,0,0,0,0
7786,L54965,L,302.2,311.5,1383,44.205000000000005,60,0,0,0,0,0,0
7787,L54966,L,302.3,311.5,1466,48.510000000000005,62,0,0,0,0,0,0
7788,L54967,L,302.3,311.5,1378,49.875,64,0,0,0,0,0,0
7789,M22648,M,302.2,311.5,1547,42.945,66,0,0,0,0,0,0
7790,L54969,L,302.2,311.5,1495,40.425000000000004,69,0,0,0,0,0,0
7791,L54970,L,302.1,311.4,1729,30.765,71,0,0,0,0,0,0
7792,L54971,L,302.1,311.4,1418,50.08500000000001,73,0,0,0,0,0,0
7793,H37206,H,302.1,311.4,1485,42.42,75,0,0,0,0,0,0
7794,L54973,L,302.1,311.5,1434,42.839999999999996,80,0,0,0,0,0,0
7795,M22654,M,302.2,311.6,1415,58.589999999999996,82,0,0,0,0,0,0
7796,H37209,H,302.1,311.6,1674,31.080000000000002,85,0,0,0,0,0,0
7797,L54976,L,302.1,311.5,1454,55.02,90,0,0,0,0,0,0
7798,L54977,L,302.0,311.4,1476,40.95,92,0,0,0,0,0,0
7799,L54978,L,302.0,311.5,1812,29.715000000000003,94,0,0,0,0,0,0
7800,L54979,L,302.0,311.4,1374,43.995,96,0,0,0,0,0,0
7801,M22660,M,302.1,311.4,1524,42.63,98,0,0,0,0,0,0
7802,L54981,L,302.0,311.4,1383,52.080000000000005,101,0,0,0,0,0,0
7803,L54982,L,301.9,311.3,1429,61.11000000000001,103,0,0,0,0,0,0
7804,M22663,M,301.8,311.3,1517,43.260000000000005,105,0,0,0,0,0,0
7805,M22664,M,301.9,311.4,1480,47.145,108,0,0,0,0,0,0
7806,L54985,L,301.9,311.4,1706,30.240000000000002,111,0,0,0,0,0,0
7807,L54986,L,302.0,311.5,1349,51.03,113,0,0,0,0,0,0
7808,M22667,M,302.0,311.5,1451,51.45,115,0,0,0,0,0,0
7809,L54988,L,301.9,311.4,1627,38.535000000000004,118,0,0,0,0,0,0
7810,M22669,M,302.0,311.4,1537,37.17,120,0,0,0,0,0,0
7811,L54990,L,302.1,311.5,2218,17.85,123,0,0,0,0,0,0
7812,M22671,M,302.0,311.4,1466,40.95,125,0,0,0,0,0,0
7813,L54992,L,302.0,311.5,1666,33.6,128,0,0,0,0,0,0
7814,L54993,L,302.0,311.5,1455,43.785000000000004,130,0,0,0,0,0,0
7815,L54994,L,302.0,311.4,1927,25.830000000000002,132,0,0,0,0,0,0
7816,M22675,M,301.9,311.3,1703,29.82,134,0,0,0,0,0,0
7817,L54996,L,301.8,311.2,1533,37.695,137,0,0,0,0,0,0
7818,H37231,H,301.8,311.3,1785,26.669999999999998,139,0,0,0,0,0,0
7819,L54998,L,301.8,311.2,2142,17.430000000000003,144,0,0,0,0,0,0
7820,L54999,L,301.8,311.2,1369,48.510000000000005,146,0,0,0,0,0,0
7821,M22680,M,301.8,311.2,1706,30.66,148,0,0,0,0,0,0
7822,L55001,L,301.9,311.3,1802,25.62,151,0,0,0,0,0,0
7823,H37236,H,301.9,311.3,1413,43.89,153,0,0,0,0,0,0
7824,L55003,L,302.0,311.3,1484,55.86000000000001,158,0,0,0,0,0,0
7825,L55004,L,301.9,311.3,1535,40.005,160,0,0,0,0,0,0
7826,M22685,M,301.9,311.2,1579,37.275,162,0,0,0,0,0,0
7827,L55006,L,301.8,311.1,1300,67.41000000000001,165,0,0,0,0,0,0
7828,M22687,M,301.8,311.1,1452,46.515,167,0,0,0,0,0,0
7829,M22688,M,301.8,311.1,1562,37.48500000000001,170,0,0,0,0,0,0
7830,L55009,L,301.8,311.2,1664,29.715000000000003,173,0,0,0,0,0,0
7831,H37244,H,301.9,311.2,1495,37.589999999999996,175,0,0,0,0,0,0
7832,M22691,M,302.0,311.4,1533,44.730000000000004,180,0,0,0,0,0,0
7833,L55012,L,302.0,311.4,1484,38.85,183,0,0,0,0,0,0
7834,L55013,L,302.0,311.4,1604,40.635000000000005,185,0,0,0,0,0,0
7835,L55014,L,302.0,311.4,1483,47.88,187,0,0,0,0,0,0
7836,L55015,L,302.1,311.5,1549,36.435,189,0,0,0,0,0,0
7837,L55016,L,302.1,311.4,1604,36.75,191,0,0,0,0,0,0
7838,L55017,L,302.2,311.5,1685,32.550000000000004,193,0,0,0,0,0,0
7839,L55018,L,302.2,311.6,1372,51.660000000000004,195,0,0,0,0,0,0
7840,L55019,L,302.3,311.6,1374,49.77,197,0,0,0,0,0,0
7841,L55020,L,302.2,311.6,1606,32.550000000000004,199,0,0,0,0,0,0
7842,L55021,L,302.1,311.5,1471,49.56,201,0,0,0,0,0,0
7843,L55022,L,302.1,311.5,1659,32.655,203,0,0,0,0,0,0
7844,M22703,M,302.1,311.7,1400,50.925000000000004,205,0,0,0,0,0,0
7845,L55024,L,302.1,311.7,1503,44.730000000000004,208,0,0,0,0,0,0
7846,L55025,L,302.2,311.8,1798,24.36,210,0,0,0,0,0,0
7847,M22706,M,302.2,311.6,1608,36.75,212,0,0,0,0,0,0
7848,L55027,L,302.2,311.6,1322,53.445,215,0,0,0,0,0,0
7849,H37262,H,302.2,311.6,1547,39.58500000000001,217,0,0,0,0,0,0
7850,M22709,M,302.3,311.7,1374,50.295,222,1,1,0,0,0,0
7851,M22710,M,302.3,311.7,1447,38.64,0,0,0,0,0,0,0
7852,L55031,L,302.4,311.7,1373,49.56,3,0,0,0,0,0,0
7853,L55032,L,302.3,311.7,1515,39.375,5,0,0,0,0,0,0
7854,L55033,L,302.3,311.7,1317,59.325,7,0,0,0,0,0,0
7855,L55034,L,302.3,311.8,1551,39.06,9,0,0,0,0,0,0
7856,M22715,M,302.3,311.8,1592,33.705000000000005,11,0,0,0,0,0,0
7857,L55036,L,302.4,311.8,1433,44.31,14,0,0,0,0,0,0
7858,L55037,L,302.5,311.9,1432,45.255,16,0,0,0,0,0,0
7859,L55038,L,302.5,311.9,1350,54.285000000000004,18,0,0,0,0,0,0
7860,M22719,M,302.5,311.9,1370,47.04,20,0,0,0,0,0,0
7861,L55040,L,302.5,312.0,1415,46.830000000000005,23,0,0,0,0,0,0
7862,L55041,L,302.5,312.0,1498,45.045,25,0,0,0,0,0,0
7863,M22722,M,302.5,312.0,1382,56.80500000000001,27,0,0,0,0,0,0
7864,M22723,M,302.5,311.9,1511,46.725,30,0,0,0,0,0,0
7865,L55044,L,302.5,311.9,1330,62.475,33,0,0,0,0,0,0
7866,L55045,L,302.5,311.9,1383,53.025000000000006,35,0,0,0,0,0,0
7867,L55046,L,302.5,311.9,1431,51.87,37,0,0,0,0,0,0
7868,L55047,L,302.5,312.0,1461,40.005,39,0,0,0,0,0,0
7869,H37282,H,302.4,311.9,1438,49.035000000000004,41,0,0,0,0,0,1
7870,M22729,M,302.5,312.0,1779,29.085,46,0,0,0,0,0,0
7871,M22730,M,302.6,312.1,1293,54.915,49,0,0,0,0,0,0
7872,L55051,L,302.6,312.2,1308,57.435,52,0,0,0,0,0,0
7873,L55052,L,302.6,312.3,1532,39.06,54,0,0,0,0,0,0
7874,L55053,L,302.7,312.4,1470,40.53,56,0,0,0,0,0,0
7875,L55054,L,302.7,312.3,1548,39.795,58,0,0,0,0,0,0
7876,L55055,L,302.7,312.3,1898,25.200000000000003,60,0,0,0,0,0,0
7877,H37290,H,302.7,312.2,1335,51.45,62,0,0,0,0,0,0
7878,L55057,L,302.7,312.3,1420,56.49,67,0,0,0,0,0,0
7879,L55058,L,302.7,312.3,1418,51.45,69,0,0,0,0,0,0
7880,M22739,M,302.8,312.3,1535,42.315,71,0,0,0,0,0,0
7881,H37294,H,302.7,312.4,1457,49.56,74,0,0,0,0,0,0
7882,L55061,L,302.8,312.4,1493,41.055,79,0,0,0,0,0,0
7883,H37296,H,302.7,312.3,1670,28.665000000000003,81,0,0,0,0,0,0
7884,H37297,H,302.7,312.3,1446,47.67,86,0,0,0,0,0,0
7885,L55064,L,302.8,312.4,1465,62.05500000000001,91,1,0,0,1,0,0
7886,L55065,L,302.7,312.3,1590,38.115,93,0,0,0,0,0,0
7887,M22746,M,302.6,312.2,2174,19.425,95,0,0,0,0,0,0
7888,L55067,L,302.7,312.4,1590,39.795,98,0,0,0,0,0,0
7889,L55068,L,302.7,312.3,1577,34.86000000000001,100,0,0,0,0,0,0
7890,M22749,M,302.7,312.4,1371,64.78500000000001,102,0,0,0,0,0,0
7891,L55070,L,302.8,312.4,1767,26.880000000000003,105,0,0,0,0,0,0
7892,L55071,L,302.8,312.5,1517,41.160000000000004,107,0,0,0,0,0,0
7893,M22752,M,302.9,312.6,1555,42.63,109,0,0,0,0,0,0
7894,L55073,L,302.9,312.7,1416,45.99,112,0,0,0,0,0,0
7895,M22754,M,302.8,312.6,1588,37.38,114,0,0,0,0,0,0
7896,L55075,L,302.8,312.6,1422,52.5,117,0,0,0,0,0,0
7897,L55076,L,302.8,312.6,1376,56.28,119,0,0,0,0,0,0
7898,L55077,L,302.8,312.5,1434,53.23500000000001,121,0,0,0,0,0,0
7899,L55078,L,302.8,312.5,1423,49.665,123,0,0,0,0,0,0
7900,L55079,L,302.9,312.4,1364,55.125,125,0,0,0,0,0,0
7901,L55080,L,302.8,312.4,1825,24.990000000000002,127,0,0,0,0,0,0
7902,L55081,L,302.8,312.4,1365,46.725,129,0,0,0,0,0,0
7903,M22762,M,302.7,312.3,1430,49.56,131,0,0,0,0,0,0
7904,L55083,L,302.8,312.3,1435,47.04,134,0,0,0,0,0,0
7905,M22764,M,302.8,312.4,1811,26.355000000000004,136,0,0,0,0,0,0
7906,M22765,M,302.8,312.4,1465,45.885000000000005,139,0,0,0,0,0,0
7907,L55086,L,302.9,312.4,1372,53.550000000000004,142,0,0,0,0,0,0
7908,L55087,L,302.8,312.3,1858,27.615000000000002,144,0,0,0,0,0,0
7909,L55088,L,302.7,312.3,1715,28.14,146,0,0,0,0,0,0
7910,L55089,L,302.7,312.2,1590,40.425000000000004,148,0,0,0,0,0,0
7911,M22770,M,302.8,312.2,1664,26.985,150,0,0,0,0,0,0
7912,L55091,L,302.7,312.1,1512,38.745,153,0,0,0,0,0,0
7913,L55092,L,302.7,312.1,1498,46.2,155,0,0,0,0,0,0
7914,L55093,L,302.7,312.1,1395,43.995,157,0,0,0,0,0,0
7915,H37328,H,302.7,312.1,1490,45.255,159,0,0,0,0,0,0
7916,H37329,H,302.8,312.1,1527,36.855000000000004,164,0,0,0,0,0,0
7917,L55096,L,302.8,312.1,1512,38.955000000000005,169,0,0,0,0,0,0
7918,L55097,L,302.9,312.1,1474,44.52,171,0,0,0,0,0,0
7919,L55098,L,302.8,312.1,1505,43.365,173,0,0,0,0,0,0
7920,L55099,L,302.8,312.0,1496,42.0,175,0,0,0,0,0,0
7921,L55100,L,302.8,312.0,1382,51.765,177,0,0,0,0,0,0
7922,L55101,L,302.7,311.9,1419,50.08500000000001,179,0,0,0,0,0,0
7923,L55102,L,302.7,311.9,1462,41.685,181,0,0,0,0,0,0
7924,M22783,M,302.8,312.0,1450,47.25,183,0,0,0,0,0,0
7925,H37338,H,302.7,311.9,1389,48.825,186,0,0,0,0,0,0
7926,M22785,M,302.7,311.9,1697,29.61,191,0,0,0,0,0,0
7927,L55106,L,302.7,311.9,1335,59.955000000000005,194,1,0,0,0,1,0
7928,L55107,L,302.7,311.9,1476,44.1,196,0,0,0,0,0,0
7929,L55108,L,302.6,311.7,1497,45.78,198,0,0,0,0,0,0
7930,M22789,M,302.6,311.6,1669,30.66,200,0,0,0,0,0,0
7931,L55110,L,302.6,311.6,1455,50.400000000000006,203,0,0,0,0,0,0
7932,L55111,L,302.7,311.7,1499,40.32,205,0,0,0,0,0,0
7933,L55112,L,302.7,311.8,1478,43.995,207,0,0,0,0,0,0
7934,L55113,L,302.8,311.8,1928,22.89,209,0,0,0,0,0,0
7935,M22794,M,302.8,311.9,1621,29.715000000000003,211,0,0,0,0,0,0
7936,M22795,M,302.8,311.9,1356,46.515,214,0,0,0,0,0,0
7937,L55116,L,302.8,311.7,1490,48.72,217,0,0,0,0,0,0
7938,L55117,L,302.8,311.7,1578,32.97,219,0,0,0,0,0,0
7939,L55118,L,302.8,311.7,1681,32.865,221,0,0,0,0,0,0
7940,L55119,L,302.8,311.8,1417,45.57,223,0,0,0,0,0,0
7941,M22800,M,302.7,311.7,1532,42.0,0,0,0,0,0,0,0
7942,M22801,M,302.7,311.7,1499,40.845,3,0,0,0,0,0,0
7943,L55122,L,302.8,311.7,1432,48.089999999999996,6,0,0,0,0,0,0
7944,L55123,L,302.8,311.7,1753,30.450000000000003,8,0,0,0,0,0,0
7945,L55124,L,302.8,311.7,1414,51.45,10,0,0,0,0,0,0
7946,L55125,L,302.8,311.7,1655,33.81,12,0,0,0,0,0,0
7947,L55126,L,302.8,311.6,1516,37.38,14,0,0,0,0,0,0
7948,L55127,L,302.8,311.7,1426,47.775,16,0,0,0,0,0,0
7949,L55128,L,302.8,311.7,1479,41.37,18,0,0,0,0,0,0
7950,M22809,M,302.7,311.5,1569,38.22,20,0,0,0,0,0,0
7951,L55130,L,302.8,311.6,1568,37.800000000000004,23,0,0,0,0,0,0
7952,M22811,M,302.9,311.8,1843,25.725,25,0,0,0,0,0,0
7953,M22812,M,302.9,311.9,1480,42.945,28,0,0,0,0,0,0
7954,L55133,L,303.0,312.0,1447,38.64,31,0,0,0,0,0,0
7955,L55134,L,303.0,311.9,1454,43.995,33,0,0,0,0,0,0
7956,M22815,M,302.9,311.9,1310,58.905,35,0,0,0,0,0,0
7957,H37370,H,302.9,311.9,1513,39.9,38,0,0,0,0,0,0
7958,H37371,H,302.9,311.9,2140,17.325,43,0,0,0,0,0,0
7959,L55138,L,303.0,312.1,1377,52.395,48,0,0,0,0,0,0
7960,L55139,L,303.0,312.1,1585,33.915,50,0,0,0,0,0,0
7961,H37374,H,303.1,312.2,1491,44.730000000000004,52,0,0,0,0,0,0
7962,L55141,L,303.0,312.2,1264,61.95,57,0,0,0,0,0,0
7963,L55142,L,303.0,312.2,1372,49.35,59,0,0,0,0,0,0
7964,L55143,L,303.0,312.2,1510,41.895,61,0,0,0,0,0,0
7965,L55144,L,302.9,312.1,1423,42.21000000000001,63,0,0,0,0,0,0
7966,L55145,L,303.1,312.3,1464,37.065,65,0,0,0,0,0,0
7967,L55146,L,303.0,312.2,1602,37.695,67,0,0,0,0,0,0
7968,M22827,M,303.0,312.2,1629,34.230000000000004,69,0,0,0,0,0,0
7969,L55148,L,302.9,312.2,1811,24.36,72,0,0,0,0,0,0
7970,L55149,L,302.9,312.1,1711,30.240000000000002,74,0,0,0,0,0,0
7971,M22830,M,302.9,312.1,1297,51.03,76,0,0,0,0,0,0
7972,L55151,L,303.0,312.1,1405,48.405,79,0,0,0,0,0,0
7973,L55152,L,303.1,312.2,1397,57.645,81,0,0,0,0,0,0
7974,L55153,L,303.1,312.3,1682,31.185000000000002,83,0,0,0,0,0,0
7975,L55154,L,303.2,312.3,1528,40.32,85,0,0,0,0,0,0
7976,M22835,M,303.2,312.3,1548,40.214999999999996,87,0,0,0,0,0,0
7977,H37390,H,303.2,312.4,1395,50.19,90,0,0,0,0,0,0
7978,L55157,L,303.2,312.4,1378,61.95,95,0,0,0,0,0,0
7979,L55158,L,303.2,312.4,1480,56.175000000000004,97,0,0,0,0,0,0
7980,M22839,M,303.2,312.4,1428,38.43,99,0,0,0,0,0,0
7981,M22840,M,303.2,312.4,1505,41.580000000000005,102,0,0,0,0,0,0
7982,L55161,L,303.0,312.3,1445,38.22,105,0,0,0,0,0,0
7983,L55162,L,303.0,312.3,1488,44.730000000000004,107,0,0,0,0,0,0
7984,L55163,L,303.0,312.2,1601,34.65,109,0,0,0,0,0,0
7985,L55164,L,303.0,312.3,1550,36.645,111,0,0,0,0,0,0
7986,L55165,L,303.0,312.2,1540,35.805,113,0,0,0,0,0,0
7987,L55166,L,303.1,312.3,1587,36.225,115,0,0,0,0,0,0
7988,H37401,H,303.0,312.2,1489,42.315,117,0,0,0,0,0,0
7989,L55168,L,303.1,312.3,1486,36.645,122,0,0,0,0,0,0
7990,L55169,L,303.1,312.4,1430,39.795,124,0,0,0,0,0,0
7991,M22850,M,303.1,312.4,1809,26.355000000000004,126,0,0,0,0,0,0
7992,L55171,L,303.1,312.3,1534,40.95,129,0,0,0,0,0,0
7993,M22852,M,303.1,312.3,1852,27.195,131,0,0,0,0,0,0
7994,L55173,L,303.1,312.3,1595,33.495,134,0,0,0,0,0,0
7995,L55174,L,303.0,312.3,1424,45.675000000000004,136,0,0,0,0,0,0
7996,L55175,L,303.0,312.2,1776,30.240000000000002,138,0,0,0,0,0,0
7997,M22856,M,303.0,312.2,1499,43.575,140,0,0,0,0,0,0
7998,M22857,M,303.0,312.2,2710,10.185,143,1,0,0,1,0,0
7999,L55178,L,302.9,312.1,1359,54.285000000000004,146,0,0,0,0,0,0
8000,M22859,M,302.9,312.1,1617,32.550000000000004,148,0,0,0,0,0,0
8001,M22860,M,302.8,312.0,1443,55.964999999999996,151,0,0,0,0,0,0
8002,L55181,L,302.8,312.0,1374,52.71000000000001,154,0,0,0,0,0,0
8003,M22862,M,302.9,312.1,1851,24.150000000000002,156,0,0,0,0,0,0
8004,M22863,M,302.8,312.0,1274,70.665,159,0,0,0,0,0,0
8005,L55184,L,302.9,312.0,1533,46.2,162,0,0,0,0,0,0
8006,L55185,L,302.8,312.0,1477,39.165,164,0,0,0,0,0,0
8007,L55186,L,302.9,312.1,1462,48.300000000000004,166,0,0,0,0,0,0
8008,M22867,M,303.0,312.1,1664,29.82,168,0,0,0,0,0,0
8009,L55188,L,302.8,311.9,1414,43.155,171,0,0,0,0,0,0
8010,H37423,H,302.9,312.0,2129,18.69,173,0,0,0,0,0,0
8011,L55190,L,302.8,311.8,1323,64.155,178,0,0,0,0,0,0
8012,L55191,L,302.8,311.8,1427,45.464999999999996,180,0,0,0,0,0,0
8013,M22872,M,302.9,312.0,1375,58.905,182,0,0,0,0,0,0
8014,M22873,M,302.9,312.0,1402,53.23500000000001,185,0,0,0,0,0,0
8015,L55194,L,302.9,312.0,1500,46.410000000000004,188,0,0,0,0,0,0
8016,M22875,M,303.0,312.0,1558,39.375,190,0,0,0,0,0,0
8017,M22876,M,302.9,312.0,1447,43.47,193,0,0,0,0,0,0
8018,L55197,L,303.0,312.0,1518,41.265,196,0,0,0,0,0,0
8019,L55198,L,303.0,311.9,1889,24.675,198,0,0,0,0,0,0
8020,L55199,L,303.0,312.1,1675,32.235,200,0,0,0,0,0,0
8021,H37434,H,302.9,312.0,1720,29.294999999999998,202,0,0,0,0,0,0
8022,M22881,M,303.0,312.0,1499,36.330000000000005,207,0,0,0,0,0,0
8023,L55202,L,302.9,312.0,1441,45.99,210,0,0,0,0,0,0
8024,H37437,H,302.9,312.0,1397,44.83500000000001,212,0,0,0,0,0,0
8025,L55204,L,302.9,312.0,1493,40.635000000000005,217,0,0,0,0,0,0
8026,M22885,M,302.8,312.0,1422,53.23500000000001,219,0,0,0,0,0,0
8027,L55206,L,302.7,311.9,1399,52.71000000000001,222,1,0,0,0,1,0
8028,L55207,L,302.6,311.9,1425,47.145,224,0,0,0,0,0,0
8029,L55208,L,302.6,311.8,1501,47.04,226,0,0,0,0,0,0
8030,M22889,M,302.6,311.9,1629,37.065,0,0,0,0,0,0,0
8031,L55210,L,302.6,312.0,1490,44.31,3,0,0,0,0,0,0
8032,L55211,L,302.7,312.0,1550,34.02,5,0,0,0,0,0,0
8033,L55212,L,302.8,312.0,1416,48.825,7,0,0,0,0,0,0
8034,L55213,L,302.7,311.9,1485,40.74,9,0,0,0,0,0,0
8035,L55214,L,302.7,311.8,1564,38.64,11,0,0,0,0,0,0
8036,L55215,L,302.7,311.7,1910,20.685,13,0,0,0,0,0,0
8037,L55216,L,302.7,311.7,1460,48.405,15,0,0,0,0,0,0
8038,L55217,L,302.7,311.8,1603,35.805,17,0,0,0,0,0,0
8039,L55218,L,302.7,311.8,1486,49.665,19,0,0,0,0,0,0
8040,L55219,L,302.8,311.9,1560,33.39,21,0,0,0,0,0,0
8041,L55220,L,302.8,311.9,1498,41.265,23,0,0,0,0,0,0
8042,H37455,H,302.8,311.9,1431,50.925000000000004,25,0,0,0,0,0,0
8043,L55222,L,302.8,311.9,1486,47.355000000000004,30,0,0,0,0,0,0
8044,L55223,L,302.7,311.9,1486,37.589999999999996,32,0,0,0,0,0,0
8045,L55224,L,302.7,311.8,1441,40.005,34,0,0,0,0,0,0
8046,M22905,M,302.7,311.9,1366,57.855000000000004,36,0,0,0,0,0,0
8047,L55226,L,302.6,311.8,1471,43.47,39,0,0,0,0,0,0
8048,L55227,L,302.6,311.9,1463,40.11000000000001,41,0,0,0,0,0,0
8049,L55228,L,302.6,311.9,1413,43.365,43,0,0,0,0,0,0
8050,H37463,H,302.6,311.9,1604,32.025,45,0,0,0,0,0,0
8051,L55230,L,302.7,312.0,1401,53.655,50,0,0,0,0,0,0
8052,L55231,L,302.6,311.8,1652,28.56,52,0,0,0,0,0,0
8053,L55232,L,302.5,311.9,1403,47.98500000000001,54,0,0,0,0,0,0
